#,PAIR,AMOUNT,PRICE,FEE,FEE PERC,FEE CURRENCY,DATE,ORDER ID
408811927,ETH/BTC,-6.79678521,0.01767,-1.94904613,-,USD,13-01-20 10:21:06,37348543936
408811924,ETH/BTC,-43.634612,0.017675,-12.51266134,-,USD,13-01-20 10:21:06,37348543936
408811925,ETH/BTC,-1.21123618,0.017671,-0.34733409,-,USD,13-01-20 10:21:06,37348543936
408811923,ETH/BTC,-0.4060261,0.017676,-0.11643204,-,USD,13-01-20 10:21:06,37348543936
408811929,ETH/BTC,-12.078,0.017665,-3.46348728,-,USD,13-01-20 10:21:06,37348543936
408811926,ETH/BTC,-2.42247237,0.01767,-0.69466818,-,USD,13-01-20 10:21:06,37348543936
408811928,ETH/BTC,-7.26755443,0.017667,-2.08404391,-,USD,13-01-20 10:21:06,37348543936
408811922,ETH/BTC,-5.524,0.017684,-1.58406224,-,USD,13-01-20 10:21:06,37348543936
408811920,ETH/BTC,-1.39508538,0.017684,-0.40005468,-,USD,13-01-20 10:21:06,37348543936
408811921,ETH/BTC,-109.83740505,0.017684,-31.49697427,-,USD,13-01-20 10:21:06,37348543936
408811916,ETH/BTC,-2,0.017659,-0.57352,-,USD,13-01-20 10:20:41,37350424989
408811917,ETH/BTC,-3.53,0.017656,-1.0122628,-,USD,13-01-20 10:20:41,37350424989
408811918,ETH/BTC,-2.36610234,0.017654,-0.67850351,-,USD,13-01-20 10:20:41,37350424989
408811915,ETH/BTC,-13.96825,0.01766,-4.00553537,-,USD,13-01-20 10:20:41,37350424989
408811911,ETH/BTC,-149.999,0.017662,-43.01371324,-,USD,13-01-20 10:20:41,37350424989
408811912,ETH/BTC,-17.34996322,0.017662,-4.97527545,-,USD,13-01-20 10:20:41,37350424989
408811914,ETH/BTC,-13.96825,0.01766,-4.00553537,-,USD,13-01-20 10:20:41,37350424989
408811913,ETH/BTC,-13.96825,0.01766,-4.00553537,-,USD,13-01-20 10:20:41,37350424989
408811907,ETH/BTC,-17.99,0.017667,-5.1588124,-,USD,13-01-20 10:20:41,37350424989
408811908,ETH/BTC,-7.26722567,0.017667,-2.08394963,-,USD,13-01-20 10:20:41,37350424989
408811909,ETH/BTC,-47.86183037,0.017664,-13.72485848,-,USD,13-01-20 10:20:41,37350424989
408811906,ETH/BTC,-6.06474588,0.017669,-1.73912653,-,USD,13-01-20 10:20:41,37350424989
408811910,ETH/BTC,-19.25,0.017663,-5.52013,-,USD,13-01-20 10:20:41,37350424989
408811904,ETH/BTC,-1.21109371,0.017671,-0.34729323,-,USD,13-01-20 10:20:41,37350424989
408811905,ETH/BTC,-2.42221837,0.01767,-0.69459534,-,USD,13-01-20 10:20:41,37350424989
408811902,ETH/BTC,-17.681,0.017672,-5.07020356,-,USD,13-01-20 10:20:41,37350424989
408811903,ETH/BTC,-8.0030406,0.017672,-2.29495192,-,USD,13-01-20 10:20:41,37350424989
408811900,ETH/BTC,-43.063938,0.017678,-12.34901486,-,USD,13-01-20 10:20:41,37350424989
408811899,ETH/BTC,-0.5,0.017679,-0.14338,-,USD,13-01-20 10:20:41,37350424989
408811897,ETH/BTC,-5.22950898,0.017681,-1.499614,-,USD,13-01-20 10:20:41,37350424989
408811901,ETH/BTC,-8.67459612,0.017677,-2.48752718,-,USD,13-01-20 10:20:41,37350424989
408811898,ETH/BTC,-1,0.01768,-0.28676,-,USD,13-01-20 10:20:41,37350424989
408811894,ETH/BTC,-4.5983802,0.017685,-1.31863151,-,USD,13-01-20 10:20:41,37350424989
408811895,ETH/BTC,-1.39477168,0.017685,-0.39996473,-,USD,13-01-20 10:20:41,37350424989
408811896,ETH/BTC,-5.255,0.017685,-1.5069238,-,USD,13-01-20 10:20:41,37350424989
408811893,ETH/BTC,-5.38283486,0.017686,-1.54358172,-,USD,13-01-20 10:20:41,37350424989
408357300,ETH/BTC,29.81751383,0.017856,-8.56955347,-,USD,10-01-20 20:32:12,37206532056
408357299,ETH/BTC,13.86475,0.01785,-3.98334268,-,USD,10-01-20 20:32:12,37206532056
408357298,ETH/BTC,13.86475,0.01785,-3.98334268,-,USD,10-01-20 20:32:12,37206532056
408357297,ETH/BTC,30,0.017848,-8.619,-,USD,10-01-20 20:32:12,37206532056
408357293,ETH/BTC,13.87252,0.01784,-3.985575,-,USD,10-01-20 20:32:12,37206532056
408357291,ETH/BTC,5.61816304,0.017832,-1.61466006,-,USD,10-01-20 20:32:12,37206532056
408357292,ETH/BTC,13.87252,0.01784,-3.985575,-,USD,10-01-20 20:32:12,37206532056
408357290,ETH/BTC,11.23632608,0.017831,-3.22819648,-,USD,10-01-20 20:32:12,37206532056
408357295,ETH/BTC,142.999,0.017843,-41.0979126,-,USD,10-01-20 20:32:12,37206532056
408357296,ETH/BTC,21,0.017845,-6.0333,-,USD,10-01-20 20:32:12,37206532056
408357294,ETH/BTC,52.59112636,0.017842,-15.1094306,-,USD,10-01-20 20:32:12,37206532056
408357289,ETH/BTC,14.26,0.017829,-4.096898,-,USD,10-01-20 20:32:12,37206532056
408357284,ETH/BTC,13.36,0.01782,-3.838328,-,USD,10-01-20 20:32:12,37206532056
408357283,ETH/BTC,3.52,0.017817,-1.011296,-,USD,10-01-20 20:32:12,37206532056
408357285,ETH/BTC,14.134,0.017825,-4.0606982,-,USD,10-01-20 20:32:12,37206532056
408357287,ETH/BTC,3,0.017828,-0.8622,-,USD,10-01-20 20:32:12,37206532056
408357286,ETH/BTC,4.84933656,0.017826,-1.39369933,-,USD,10-01-20 20:32:12,37206532056
408357288,ETH/BTC,4.99681717,0.017828,-1.43558557,-,USD,10-01-20 20:32:12,37206532056
408357282,ETH/BTC,0.07073722,0.017817,-0.0203228,-,USD,10-01-20 20:32:12,37206532056
408357281,ETH/BTC,0.1275244,0.017816,-0.03665051,-,USD,10-01-20 20:32:12,37206532056
408357279,ETH/BTC,0.5,0.017814,-0.14365,-,USD,10-01-20 20:32:12,37206532056
408357278,ETH/BTC,1.20902992,0.017809,-0.3474752,-,USD,10-01-20 20:32:12,37206532056
408357280,ETH/BTC,11.23588542,0.017815,-3.22806988,-,USD,10-01-20 20:32:12,37206532056
408357275,ETH/BTC,60.01840383,0.017839,-17.24208705,-,USD,10-01-20 20:31:28,37206501214
408357273,ETH/BTC,11.23519336,0.017835,-3.22764635,-,USD,10-01-20 20:31:28,37206501214
408357277,ETH/BTC,7.57687685,0.01784,-2.17638211,-,USD,10-01-20 20:31:28,37206501214
408357276,ETH/BTC,13.88781,0.01784,-3.98969006,-,USD,10-01-20 20:31:28,37206501214
408357272,ETH/BTC,5.61759668,0.017835,-1.61382317,-,USD,10-01-20 20:31:28,37206501214
408357274,ETH/BTC,47.35768004,0.017838,-13.60491432,-,USD,10-01-20 20:31:28,37206501214
408357269,ETH/BTC,17.2779652,0.017826,-4.96361384,-,USD,10-01-20 20:31:28,37206501214
408357271,ETH/BTC,13.91167,0.01783,-3.99654456,-,USD,10-01-20 20:31:28,37206501214
408357270,ETH/BTC,142.999,0.017829,-41.07503276,-,USD,10-01-20 20:31:28,37206501214
408357268,ETH/BTC,7.19084479,0.017825,-2.06578589,-,USD,10-01-20 20:31:28,37206501214
408357266,ETH/BTC,3,0.017824,-0.86184,-,USD,10-01-20 20:31:28,37206501214
408357261,ETH/BTC,0.5,0.017813,-0.14364,-,USD,10-01-20 20:31:28,37206501214
408357260,ETH/BTC,11.23743677,0.017811,-3.22784134,-,USD,10-01-20 20:31:28,37206501214
408357267,ETH/BTC,17.505,0.017824,-5.0281362,-,USD,10-01-20 20:31:28,37206501214
408357263,ETH/BTC,8.63897807,0.017815,-2.48180562,-,USD,10-01-20 20:31:28,37206501214
408357265,ETH/BTC,5,0.017823,-1.4364,-,USD,10-01-20 20:31:28,37206501214
408357264,ETH/BTC,2.41744381,0.017816,-0.69448326,-,USD,10-01-20 20:31:28,37206501214
408357262,ETH/BTC,15.35456244,0.017814,-4.41044452,-,USD,10-01-20 20:31:28,37206501214
408357259,ETH/BTC,8.06475517,0.01781,-2.31684287,-,USD,10-01-20 20:31:28,37206501214
408357258,ETH/BTC,1.20878299,0.017808,-0.34725918,-,USD,10-01-20 20:31:28,37206501214
408222343,ETH/BTC,-11.34395556,0.017597,-3.09644611,-,USD,10-01-20 08:00:53,37167206059
408222342,ETH/BTC,-5.67197778,0.017597,-1.54822305,-,USD,10-01-20 08:00:53,37167206059
408222341,ETH/BTC,-14.67052,0.0176,-4.00446514,-,USD,10-01-20 08:00:53,37167206059
408222344,ETH/BTC,-0.54146862,0.017596,-0.14779927,-,USD,10-01-20 08:00:53,37167206059
408222335,ETH/BTC,-1,0.017603,-0.27296,-,USD,10-01-20 08:00:53,37167206059
408222338,ETH/BTC,-3.93,0.017601,-1.0727328,-,USD,10-01-20 08:00:53,37167206059
408222339,ETH/BTC,-14.67052,0.0176,-4.00446514,-,USD,10-01-20 08:00:53,37167206059
408222337,ETH/BTC,-7.64375849,0.017602,-2.08644032,-,USD,10-01-20 08:00:53,37167206059
408222334,ETH/BTC,-17.412,0.01761,-4.75277952,-,USD,10-01-20 08:00:53,37167206059
408222333,ETH/BTC,-47.97752216,0.017611,-13.09594445,-,USD,10-01-20 08:00:53,37167206059
408222336,ETH/BTC,-142.999,0.017602,-39.03300704,-,USD,10-01-20 08:00:53,37167206059
408222340,ETH/BTC,-14.67052,0.0176,-4.00446514,-,USD,10-01-20 08:00:53,37167206059
408222331,ETH/BTC,-17.633,0.017616,-4.81310368,-,USD,10-01-20 08:00:53,37167206059
408222330,ETH/BTC,-3,0.017617,-0.81888,-,USD,10-01-20 08:00:53,37167206059
408222327,ETH/BTC,-13.094,0.01762,-3.57413824,-,USD,10-01-20 08:00:53,37167206059
408222326,ETH/BTC,-1.483441,0.017621,-0.40492006,-,USD,10-01-20 08:00:53,37167206059
408222329,ETH/BTC,-9.798488,0.017618,-2.67459528,-,USD,10-01-20 08:00:53,37167206059
408222332,ETH/BTC,-5,0.017612,-1.3648,-,USD,10-01-20 08:00:53,37167206059
408222328,ETH/BTC,-6.80436764,0.017619,-1.85732019,-,USD,10-01-20 08:00:53,37167206059
408222325,ETH/BTC,-7.02414093,0.017621,-1.91730951,-,USD,10-01-20 08:00:53,37167206059
408222322,ETH/BTC,-0.5,0.017625,-0.13648,-,USD,10-01-20 08:00:53,37167206059
408222324,ETH/BTC,-33,0.017621,-9.00768,-,USD,10-01-20 08:00:53,37167206059
408222323,ETH/BTC,-5.26348893,0.017624,-1.43672194,-,USD,10-01-20 08:00:53,37167206059
408222321,ETH/BTC,-1.46506395,0.017628,-0.39990386,-,USD,10-01-20 08:00:53,37167206059
408222320,ETH/BTC,-8.44033359,0.017634,-2.30387346,-,USD,10-01-20 08:00:53,37167206059
408222319,ETH/BTC,-4.96243335,0.017635,-1.35454581,-,USD,10-01-20 08:00:53,37167206059
408222277,ETH/BTC,-17,0.017576,-4.63488,-,USD,10-01-20 07:59:57,37173591260
408222278,ETH/BTC,-44.28707924,0.017575,-12.07442928,-,USD,10-01-20 07:59:57,37173591260
408222276,ETH/BTC,-14.70182,0.01758,-4.00948035,-,USD,10-01-20 07:59:57,37173591260
408222269,ETH/BTC,-14.67108,0.01759,-3.99992325,-,USD,10-01-20 07:59:57,37173591260
408222271,ETH/BTC,-5.67508237,0.01759,-1.54770846,-,USD,10-01-20 07:59:57,37173591260
408222273,ETH/BTC,-11.65,0.017585,-3.176256,-,USD,10-01-20 07:59:57,37173591260
408222270,ETH/BTC,-11.35130688,0.01759,-3.09572841,-,USD,10-01-20 07:59:57,37173591260
408222268,ETH/BTC,-14.67108,0.01759,-4.00109694,-,USD,10-01-20 07:59:57,37173591260
408222272,ETH/BTC,-3.93,0.017587,-1.0717896,-,USD,10-01-20 07:59:57,37173591260
408222274,ETH/BTC,-14.70068,0.01758,-4.00916945,-,USD,10-01-20 07:59:57,37173591260
408222275,ETH/BTC,-14.70182,0.01758,-4.0083042,-,USD,10-01-20 07:59:57,37173591260
408222267,ETH/BTC,-14.67108,0.01759,-3.99992325,-,USD,10-01-20 07:59:57,37173591260
408222264,ETH/BTC,-7.17299452,0.017593,-1.95621907,-,USD,10-01-20 07:59:57,37173591260
408222265,ETH/BTC,-11.35016475,0.017591,-3.09450892,-,USD,10-01-20 07:59:57,37173591260
408222262,ETH/BTC,-7.6434143,0.017605,-2.08451195,-,USD,10-01-20 07:59:57,37173591260
408222263,ETH/BTC,-16,0.017593,-4.36352,-,USD,10-01-20 07:59:57,37173591260
408222266,ETH/BTC,-14.68815,0.01759,-4.00457722,-,USD,10-01-20 07:59:57,37173591260
408222255,ETH/BTC,-14.626,0.017614,-3.98880272,-,USD,10-01-20 07:59:57,37173591260
408222261,ETH/BTC,-51.68870458,0.017605,-14.09240842,-,USD,10-01-20 07:59:57,37173591260
408222260,ETH/BTC,-17.486,0.017606,-4.76878192,-,USD,10-01-20 07:59:57,37173591260
408222257,ETH/BTC,-1.46494475,0.017611,-0.39951973,-,USD,10-01-20 07:59:57,37173591260
408222258,ETH/BTC,-8.27074615,0.01761,-2.25493623,-,USD,10-01-20 07:59:57,37173591260
408222253,ETH/BTC,-3,0.017615,-0.81816,-,USD,10-01-20 07:59:57,37173591260
408222259,ETH/BTC,-2.5478185,0.017609,-0.69484106,-,USD,10-01-20 07:59:57,37173591260
408222254,ETH/BTC,-5,0.017615,-1.3632,-,USD,10-01-20 07:59:57,37173591260
408222256,ETH/BTC,-8.63556274,0.017613,-2.35439983,-,USD,10-01-20 07:59:57,37173591260
408222252,ETH/BTC,-2.96,0.017615,-0.8070144,-,USD,10-01-20 07:59:57,37173591260
408222248,ETH/BTC,-17.76538351,0.01762,-4.84355416,-,USD,10-01-20 07:59:57,37173591260
408222249,ETH/BTC,-11.47,0.017619,-3.1271808,-,USD,10-01-20 07:59:57,37173591260
408222251,ETH/BTC,-2.84715,0.017617,-0.77647475,-,USD,10-01-20 07:59:57,37173591260
408222250,ETH/BTC,-13.988,0.017618,-3.81368832,-,USD,10-01-20 07:59:57,37173591260
408222246,ETH/BTC,-0.5,0.017625,-0.13636,-,USD,10-01-20 07:59:57,37173591260
408222247,ETH/BTC,-2.88208801,0.017624,-0.78577248,-,USD,10-01-20 07:59:57,37173591260
408222245,ETH/BTC,-12.8618497,0.017627,-3.50768365,-,USD,10-01-20 07:59:57,37173591260
408222243,ETH/BTC,-1,0.017629,-0.27272,-,USD,10-01-20 07:59:57,37173591260
408222244,ETH/BTC,-2.14,0.017628,-0.5836208,-,USD,10-01-20 07:59:57,37173591260
408183312,ETH/BTC,4,0.01773,-1.1004,-,USD,09-01-20 23:49:22,37152969972
408183314,ETH/BTC,154.59287319,0.017739,-42.52849941,-,USD,09-01-20 23:49:22,37152969972
408183313,ETH/BTC,5,0.017733,-1.3755,-,USD,09-01-20 23:49:22,37152969972
408183311,ETH/BTC,20,0.017725,-5.502,-,USD,09-01-20 23:49:22,37152969972
408183305,ETH/BTC,10,0.017714,-2.7528,-,USD,09-01-20 23:49:22,37152969972
408183306,ETH/BTC,0.66456551,0.017717,-0.18282197,-,USD,09-01-20 23:49:22,37152969972
408183304,ETH/BTC,38.82,0.017711,-10.679382,-,USD,09-01-20 23:49:22,37152969972
408183307,ETH/BTC,5.77,0.017719,-1.587327,-,USD,09-01-20 23:49:22,37152969972
408183310,ETH/BTC,11.32385748,0.017724,-3.11723149,-,USD,09-01-20 23:49:22,37152969972
408183309,ETH/BTC,17,0.01772,-4.67976,-,USD,09-01-20 23:49:22,37152969972
408183308,ETH/BTC,14.45905,0.01772,-3.97768466,-,USD,09-01-20 23:49:22,37152969972
408183303,ETH/BTC,5,0.01771,-1.3755,-,USD,09-01-20 23:49:22,37152969972
408183299,ETH/BTC,0.5,0.0177,-0.13755,-,USD,09-01-20 23:49:22,37152969972
408183302,ETH/BTC,0.051,0.017705,-0.01403928,-,USD,09-01-20 23:49:22,37152969972
408183300,ETH/BTC,0.1,0.0177,-0.02751,-,USD,09-01-20 23:49:22,37152969972
408183298,ETH/BTC,1.51,0.017699,-0.415401,-,USD,09-01-20 23:49:22,37152969972
408183301,ETH/BTC,11.64,0.017703,-3.202164,-,USD,09-01-20 23:49:22,37152969972
408183297,ETH/BTC,5.66192874,0.017696,-1.5575966,-,USD,09-01-20 23:49:22,37152969972
408183296,ETH/BTC,0.28538813,0.017695,-0.07851027,-,USD,09-01-20 23:49:22,37152969972
408183293,ETH/BTC,49.57625779,0.017688,-13.63842852,-,USD,09-01-20 23:49:22,37152969972
408183295,ETH/BTC,30,0.017691,-8.2584,-,USD,09-01-20 23:49:22,37152969972
408183294,ETH/BTC,11.32750593,0.01769,-3.11823583,-,USD,09-01-20 23:49:22,37152969972
408183291,ETH/BTC,0.5,0.017687,-0.13755,-,USD,09-01-20 23:49:22,37152969972
408183290,ETH/BTC,12.96507638,0.017676,-3.56902623,-,USD,09-01-20 23:49:22,37152969972
408183292,ETH/BTC,3.92,0.017688,-1.078392,-,USD,09-01-20 23:49:22,37152969972
408183289,ETH/BTC,1,0.017675,-0.2751,-,USD,09-01-20 23:49:22,37152969972
408183287,ETH/BTC,0.051,0.017662,-0.01403928,-,USD,09-01-20 23:49:22,37152969972
408183286,ETH/BTC,1.26090613,0.017661,-0.34687528,-,USD,09-01-20 23:49:22,37152969972
408183285,ETH/BTC,0.5,0.01766,-0.13755,-,USD,09-01-20 23:49:22,37152969972
408183288,ETH/BTC,2.52059072,0.017667,-0.69341451,-,USD,09-01-20 23:49:22,37152969972
408152569,ETH/BTC,14.44765,0.01765,-3.98350606,-,USD,09-01-20 20:52:49,37142394065
408152567,ETH/BTC,14.44765,0.01765,-3.98350606,-,USD,09-01-20 20:52:49,37142394065
408152565,ETH/BTC,87.3958035,0.01765,-24.09677094,-,USD,09-01-20 20:52:49,37142394065
408152570,ETH/BTC,120.60816731,0.017651,-33.25408389,-,USD,09-01-20 20:52:49,37142394065
408152566,ETH/BTC,14.44765,0.01765,-3.98437292,-,USD,09-01-20 20:52:49,37142394065
408152568,ETH/BTC,14.44765,0.01765,-3.98350606,-,USD,09-01-20 20:52:49,37142394065
408152563,ETH/BTC,14.44765,0.01764,-3.98350606,-,USD,09-01-20 20:52:49,37142394065
408152564,ETH/BTC,44.62011994,0.017649,-12.30265947,-,USD,09-01-20 20:52:49,37142394065
408152562,ETH/BTC,14.44765,0.01764,-3.98437292,-,USD,09-01-20 20:52:49,37142394065
408152561,ETH/BTC,14.44765,0.01764,-3.98350606,-,USD,09-01-20 20:52:49,37142394065
408152559,ETH/BTC,11.36023174,0.017639,-3.1322431,-,USD,09-01-20 20:52:49,37142394065
408152556,ETH/BTC,2.997,0.017637,-0.82633284,-,USD,09-01-20 20:52:49,37142394065
408152560,ETH/BTC,0.08,0.01764,-0.0220576,-,USD,09-01-20 20:52:49,37142394065
408152557,ETH/BTC,5.68011587,0.017638,-1.56612155,-,USD,09-01-20 20:52:49,37142394065
408152558,ETH/BTC,17.25553688,0.017639,-4.75769663,-,USD,09-01-20 20:52:49,37142394065
408152555,ETH/BTC,0.5,0.017636,-0.13789,-,USD,09-01-20 20:52:49,37142394065
408152552,ETH/BTC,1,0.017621,-0.27572,-,USD,09-01-20 20:52:49,37142394065
408152550,ETH/BTC,12.63312293,0.017616,-3.48320465,-,USD,09-01-20 20:52:49,37142394065
408152554,ETH/BTC,5,0.017636,-1.3789,-,USD,09-01-20 20:52:49,37142394065
408152553,ETH/BTC,7.58409683,0.017636,-0.83643487,-,USD,09-01-20 20:52:49,37142394065
408152551,ETH/BTC,2.152253,0.017617,-0.5934192,-,USD,09-01-20 20:52:49,37142394065
408152549,ETH/BTC,0.000002,0.0176,-5.5e-7,-,USD,09-01-20 20:52:49,37142394065
408052796,ETH/BTC,-379.30442582,0.017608,-106.08386181,-,USD,09-01-20 07:19:03,37117972096
408052797,ETH/BTC,-0.90260592,0.017608,-0.25240472,-,USD,09-01-20 07:19:03,37117972096
408052793,ETH/BTC,-0.5,0.017612,-0.13983,-,USD,09-01-20 07:19:03,37117972096
408052795,ETH/BTC,-5,0.017609,-1.3982,-,USD,09-01-20 07:19:03,37117972096
408052791,ETH/BTC,-21.71288668,0.017614,-6.07266015,-,USD,09-01-20 07:19:03,37117972096
408052794,ETH/BTC,-5.377,0.017611,-1.50362428,-,USD,09-01-20 07:19:03,37117972096
408052792,ETH/BTC,-1.43045734,0.017613,-0.40001309,-,USD,09-01-20 07:19:03,37117972096
408052789,ETH/BTC,-4.77262424,0.017621,-1.33480755,-,USD,09-01-20 07:19:03,37117972096
408052790,ETH/BTC,-1,0.017615,-0.27966,-,USD,09-01-20 07:19:03,37117972096
407984419,ETH/BTC,-142.999,0.017398,-39.45914406,-,USD,08-01-20 20:27:15,37094672067
407984420,ETH/BTC,-101.15446324,0.017397,-27.92267803,-,USD,08-01-20 20:27:15,37094672067
407984418,ETH/BTC,-19.845,0.017399,-5.4760293,-,USD,08-01-20 20:27:15,37094672067
407984417,ETH/BTC,-11.47216841,0.0174,-3.16585959,-,USD,08-01-20 20:27:15,37094672067
407984415,ETH/BTC,-14.52037,0.0174,-4.0067509,-,USD,08-01-20 20:27:15,37094672067
407984412,ETH/BTC,-8.6098045,0.017405,-2.37596165,-,USD,08-01-20 20:27:15,37094672067
407984413,ETH/BTC,-23.471,0.017403,-6.47893484,-,USD,08-01-20 20:27:15,37094672067
407984411,ETH/BTC,-23.036,0.017407,-6.35655384,-,USD,08-01-20 20:27:15,37094672067
407984414,ETH/BTC,-11.47216841,0.017401,-3.16563015,-,USD,08-01-20 20:27:15,37094672067
407984416,ETH/BTC,-14.52037,0.0174,-4.0067509,-,USD,08-01-20 20:27:15,37094672067
407984410,ETH/BTC,-7.47560715,0.017407,-2.0635666,-,USD,08-01-20 20:27:15,37094672067
407984409,ETH/BTC,-1.6642163,0.017408,-0.45922385,-,USD,08-01-20 20:27:15,37094672067
407984406,ETH/BTC,-0.5,0.017419,-0.13798,-,USD,08-01-20 20:27:15,37094672067
407984407,ETH/BTC,-11.47591838,0.017417,-3.16689444,-,USD,08-01-20 20:27:15,37094672067
407984408,ETH/BTC,-1.24591361,0.017416,-0.34392199,-,USD,08-01-20 20:27:15,37094672067
407984404,ETH/BTC,-1,0.017423,-0.27594,-,USD,08-01-20 20:27:15,37094672067
407984405,ETH/BTC,-5.538,0.017422,-1.52815572,-,USD,08-01-20 20:27:15,37094672067
407925510,ETH/BTC,14.2416,0.0171,-3.99078115,-,USD,08-01-20 16:31:55,37082183252
407925512,ETH/BTC,4.04108452,0.01711,-1.13400914,-,USD,08-01-20 16:31:55,37082183252
407925511,ETH/BTC,11.72406776,0.017109,-3.28531827,-,USD,08-01-20 16:31:55,37082183252
407925508,ETH/BTC,14.2416,0.0171,-4.00018061,-,USD,08-01-20 16:31:55,37082183252
407925504,ETH/BTC,14.24664,0.01709,-3.99789212,-,USD,08-01-20 16:31:55,37082183252
407925506,ETH/BTC,13.68012266,0.017095,-3.84247285,-,USD,08-01-20 16:31:55,37082183252
407925500,ETH/BTC,7.36470296,0.01708,-2.06373706,-,USD,08-01-20 16:31:55,37082183252
407925505,ETH/BTC,11.72406776,0.01709,-3.29305615,-,USD,08-01-20 16:31:55,37082183252
407925509,ETH/BTC,14.2416,0.0171,-3.99647779,-,USD,08-01-20 16:31:55,37082183252
407925502,ETH/BTC,18.461,0.017086,-5.18052582,-,USD,08-01-20 16:31:55,37082183252
407925507,ETH/BTC,136.81161762,0.017099,-38.42764716,-,USD,08-01-20 16:31:55,37082183252
407925503,ETH/BTC,14.24664,0.01709,-4.00159624,-,USD,08-01-20 16:31:55,37082183252
407925501,ETH/BTC,18.036,0.017082,-5.06595168,-,USD,08-01-20 16:31:55,37082183252
407925497,ETH/BTC,27.201253,0.017077,-7.64028794,-,USD,08-01-20 16:31:55,37082183252
407925499,ETH/BTC,8.73323808,0.017079,-2.45299191,-,USD,08-01-20 16:31:55,37082183252
407925496,ETH/BTC,3,0.017076,-0.84066,-,USD,08-01-20 16:31:55,37082183252
407925495,ETH/BTC,21.92081108,0.017075,-6.15711742,-,USD,08-01-20 16:31:55,37082183252
407925498,ETH/BTC,21.764,0.017077,-6.09870808,-,USD,08-01-20 16:31:55,37082183252
407925490,ETH/BTC,6.4787,0.017073,-1.81805279,-,USD,08-01-20 16:31:55,37082183252
407925492,ETH/BTC,6.26813102,0.017074,-1.76059264,-,USD,08-01-20 16:31:55,37082183252
407925493,ETH/BTC,1.391052,0.017075,-0.39035701,-,USD,08-01-20 16:31:55,37082183252
407925489,ETH/BTC,5,0.01707,-1.4044,-,USD,08-01-20 16:31:55,37082183252
407925491,ETH/BTC,1.22735718,0.017074,-0.34393003,-,USD,08-01-20 16:31:55,37082183252
407925494,ETH/BTC,2.45471436,0.017075,-0.68884194,-,USD,08-01-20 16:31:55,37082183252
407925488,ETH/BTC,0.5,0.017069,-0.14044,-,USD,08-01-20 16:31:55,37082183252
407925487,ETH/BTC,1,0.017069,-0.28088,-,USD,08-01-20 16:31:55,37082183252
407925359,ETH/BTC,-264.39498039,0.016942,-74.33200479,-,USD,08-01-20 16:24:52,37077351208
407925355,ETH/BTC,-8.75888416,0.016945,-2.46510036,-,USD,08-01-20 16:24:52,37077351208
407925352,ETH/BTC,-1,0.016948,-0.28144,-,USD,08-01-20 16:24:52,37077351208
407925357,ETH/BTC,-11.78269132,0.016943,-3.31258584,-,USD,08-01-20 16:24:52,37077351208
407925354,ETH/BTC,-7.3912551,0.016946,-2.07797746,-,USD,08-01-20 16:24:52,37077351208
407925358,ETH/BTC,-11.78269132,0.016943,-3.31612065,-,USD,08-01-20 16:24:52,37077351208
407925353,ETH/BTC,-11.78791432,0.016947,-3.31405423,-,USD,08-01-20 16:24:52,37077351208
407925356,ETH/BTC,-137.65140033,0.016944,-38.74061011,-,USD,08-01-20 16:24:52,37077351208
407925351,ETH/BTC,-0.5,0.016949,-0.14072,-,USD,08-01-20 16:24:52,37077351208
407925350,ETH/BTC,-0.2,0.01696,-0.056228,-,USD,08-01-20 16:24:52,37077351208
407925349,ETH/BTC,-0.1,0.01696,-0.028144,-,USD,08-01-20 16:24:52,37077351208
407925348,ETH/BTC,-44.545248,0.016964,-12.52345102,-,USD,08-01-20 16:24:52,37077351208
407925346,ETH/BTC,-0.04,0.016965,-0.0112456,-,USD,08-01-20 16:24:52,37077351208
407925347,ETH/BTC,-0.06493506,0.016964,-0.01827532,-,USD,08-01-20 16:24:52,37077351208
407888773,ETH/BTC,22.81,0.017215,-6.4652664,-,USD,08-01-20 13:22:32,37070627721
407888772,ETH/BTC,0.26943273,0.017214,-0.07636801,-,USD,08-01-20 13:22:32,37070627721
407888774,ETH/BTC,17.17105159,0.017215,-4.86799313,-,USD,08-01-20 13:22:32,37070627721
407888767,ETH/BTC,1.52292,0.0172,-0.43165644,-,USD,08-01-20 13:22:32,37070627721
407888771,ETH/BTC,16.603,0.017211,-4.7069505,-,USD,08-01-20 13:22:32,37070627721
407888766,ETH/BTC,1,0.017198,-0.2835,-,USD,08-01-20 13:22:32,37070627721
407888768,ETH/BTC,5.89876476,0.017206,-1.67229981,-,USD,08-01-20 13:22:32,37070627721
407888770,ETH/BTC,8.6549383,0.017209,-2.45315571,-,USD,08-01-20 13:22:32,37070627721
407888769,ETH/BTC,411.26117744,0.017208,-116.56786813,-,USD,08-01-20 13:22:32,37070627721
407888765,ETH/BTC,0.5,0.017197,-0.14172,-,USD,08-01-20 13:22:32,37070627721
407888763,ETH/BTC,0.84169487,0.017195,-0.23856999,-,USD,08-01-20 13:22:32,37070627721
407888762,ETH/BTC,7.65724993,0.017194,-2.17037092,-,USD,08-01-20 13:22:32,37070627721
