#,DATE,CURRENCY,STATUS,AMOUNT,FEES,DESCRIPTION,TRANSACTION ID,NOTE
9601081,17-04-18 12:08:09,ETH,COMPLETED,-99.9973,-0.0027,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xee31ada089139f777cfeb767039ec4d85482f53665dc2c8551194acacce1b997,
9600973,17-04-18 09:57:03,ETH,CANCELED,-99.9973,-0.0027,0xa93C1Ba7441B0baB29FA46D74319d1866217d641,,
9532812,11-04-18 17:50:29,ETH,COMPLETED,-10.0973,-0.0027,0xf871d4e841AE5256A227CA5378e482C982BA2d0B,0x39fcf1bb4ec36c56cbaf26b0c1542e7833c407f01bc7ab1c8abd3c5c728a2fa0,
9416277,30-03-18 12:31:20,ETH,COMPLETED,600,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xfbe665777a4bcef139a43f1f109ba907e71169ebaad1ab29faf53a69ecf9f136,
9362292,25-03-18 20:42:33,ETH,COMPLETED,-884.31849719,-0.0027,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xae8d1226fb70a039d4cebb6dd0b7624962685c7b80dc243ecf99431a57ce66f0,
9237246,14-03-18 14:44:22,ETH,COMPLETED,600,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xe1bfb3e7645ee6439910086972de53168d0b8679cda5272d0c7e01cc89c86c50,
9208300,11-03-18 22:20:25,ZRX,COMPLETED,-103497.35408482,-2.8032,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xc241279c0cc65c943a21fe2b8deb8c4f20cf2456838124bdb0ad450c8c597177,
9208234,11-03-18 22:07:51,ZRX,CANCELED,-103497.35408482,-2.8032,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,,
9208231,11-03-18 22:06:23,REP,COMPLETED,-954.40565263,-0.052294,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x7cfe85b2f82deaf43c8291de372e4ea0f77fa89fe1f7271bb1c308dedb9db3cb,
9208064,11-03-18 21:40:22,ETH,COMPLETED,150,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xa8056808dc049e60d5b91ba8a375b43bb3bab61191087a49c7d789e35892b70b,
9150302,07-03-18 07:48:13,ETH,COMPLETED,-538.25702077,-0.0027,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x7708f5d59ed3cd4ae0987bbbae12fe228ba45c2c740bfa25059969c8f22f6358,
9140017,06-03-18 11:56:10,ETH,COMPLETED,600,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xbacca014b8f852cd6aede7022f3cce560f1e0e794f60ff61ecd8834eb9a34a98,
9117443,04-03-18 20:31:11,ETH,COMPLETED,-564.42454991,-0.0027,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xc47de30cf9b5f998afc80668ea3c00bc11b33e2cb0c67689f2d8ae5ace483dc2,
9047995,27-02-18 11:08:02,ETH,COMPLETED,400,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x98fa279d778e414dc9857a33d569ef7406be447473647ab8eb8b1362e23d358d,
8984087,22-02-18 10:24:36,ETH,COMPLETED,500,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xb8cddd8bfa32148947fac25b8ceb0c8d0eeff9c6c44af2e82dfbddb41d801b6a,
8982543,22-02-18 07:58:43,ETH,COMPLETED,-385.01206005,-0.0027,0x053F61455b7147C260Ecc591D733c5A9D2269Bd4,0x3eccf9ab7f5cb02e78e6fbc010db7b0eb270facea193879155937439acd3876e,
8873026,14-02-18 22:31:45,ETH,COMPLETED,500,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x5ee4f9be051349fc52ccda74f6d04eda86db20b752c68560bd101984638635e6,
8586641,31-01-18 16:12:07,ETH,COMPLETED,-944.08168085,-0.0027,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x720cb7c75b130495cab71a190834c0fecb672670b86022560048f8b505da683e,
8052303,11-01-18 05:09:23,ETH,COMPLETED,-99.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x63f42d6ba4cd9dcb9b220c1790255ee98d852b566797b722989bcb61b762fbb3,
7109948,19-12-17 03:17:55,ETH,COMPLETED,-99.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xfae2c4f18811f12c9b0ff8db0a4ec7159583a61e67f6c60296876dd1d4ddae14,
6953160,15-12-17 23:24:18,ETH,COMPLETED,-59.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x0f2426fa204affb14636a171be8230674ff4979f067fcd3b4c1eefe8419d5d48,
6751642,13-12-17 02:08:03,ETH,COMPLETED,-149.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xf15bafdafd131fca57a8bb3e2cb369b127e926d75f40a372158acabc1e98ed3f,
6450367,09-12-17 20:50:33,ETH,COMPLETED,-0.99,-0.01,0xd5a6326cFa39c433C84FD5873744f3ebB5A01dBB,0x44ed4ea1313c7053e8da8f15f52caece3a63bb088a21333adcec1ada3056d7fe,
5925324,02-12-17 00:51:40,ETH,COMPLETED,-149.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x6eb6c7bb8170e89942d45694f917b83cf599bf89347461ed578338bebab999ec,
5857415,30-11-17 14:16:58,ETH,COMPLETED,200,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x8b125121e0de53be9566babd065ecdbc2763168119c8706f6c100297c91e5006,
5818069,29-11-17 19:52:28,ETH,COMPLETED,100,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xfc4bfc1e8898ee7489e3173749792b3b0c3b20803e1ceaa75a73e4f1259503ad,
5801002,29-11-17 14:03:42,ETH,COMPLETED,-99.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xdf8c68781a87fbca049dc56239bbe185f36cc7eb316692d3e93889b70a37ee58,
5579128,24-11-17 16:40:32,ETH,COMPLETED,-124.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x375b2bdc2bde3927a8273a416421f3db2f59acfd6217ee8c0096c26491b5b401,
5341481,18-11-17 21:23:00,ETH,COMPLETED,600,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x0392622f062a2d60126ce2475f8f6fb175e7ae3353e16279af6f49299e72c175,
5271021,16-11-17 23:14:20,ETH,COMPLETED,-592.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xfadb28a8dd98c0d6fa551928bb99103557645d4b96823fd7ac9758dc2b786f49,
4975543,09-11-17 08:37:03,ETH,COMPLETED,700,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x7e5b69b0ba66b73574f407c71d64fd6808c536829b8292d3fe9ebede4023c7d2,
4779618,02-11-17 13:07:11,BTC,COMPLETED,-0.08059748,-0.0005,3LhCE8fG9rsnM3SryDEhCHzFTrNt2oC7bT,efce1b63ced23b617bf8f194da1d8a41bd908b73c7524eb293786908a48030b3,
4779209,02-11-17 12:49:15,ETH,COMPLETED,2,0,0x1e26613d10badb7cd05691f09e9b3614565a5939,0xa6afec9389c7dcbb94b21168b311002b8ea2691b08f1252d8c8dd15cf2ea6944,
4481151,21-10-17 17:35:46,ETH,COMPLETED,-1008.1525268,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x26ae4358f1fc311ccc745c1a8e2b218e91785449843954ac3e1db90eb021f2dc,
4145085,07-10-17 17:26:49,ETH,COMPLETED,-99.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xfb1db6be7f6905f4412b03c56cf93610d826d9a93025f84dbc760e9f0c0cff97,
3924002,25-09-17 12:09:26,ETH,COMPLETED,700,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0xcbf4898a7e0930bb167fd1536014cf3935fca9138e5c5d992e6092c70bd95e8b,
3923138,25-09-17 11:16:38,ETH,COMPLETED,-506.42495998,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x05d3747464e2c92e6f11c9e10739700a1fe557c32632b4d514bdddedf5017698,
3634601,11-09-17 14:41:42,ETH,COMPLETED,-230.63283239,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xb8ead145344ecb1a084665c71e2c53bfa569633d8143738d32170aa58a591221,
3634572,11-09-17 12:32:43,ETH,CANCELED,-230.63283239,-0.01,0x62a50564D30D4B8f5a795ba6Bd9fC9431E7fa0Ff,,
3481836,05-09-17 05:57:12,ETH,COMPLETED,100,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x48afc082f4a1d26262d0bc8d16ce75ea8226fed3a9fd05c6bad5027df50b7d79,
3308875,29-08-17 07:12:00,ETH,COMPLETED,-74.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x38031a50c3effb3c3655367a44ae42466e1baff38a8faed911020ba01790f2f5,
2743944,03-08-17 22:27:49,ETH,COMPLETED,480,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x87e97dc160965ecd4a4252e8a155cd642e61541c8dbb6b5c600e2b641d661771,
2658506,28-07-17 21:08:18,ETH,COMPLETED,20,0,0x1e26613d10badb7cd05691f09e9b3614565a5939,0xd645abde1fd45afbdf70131de7abac90d58c983a78df75d832daa624b59f9e8c,
2633317,26-07-17 20:47:04,ETH,COMPLETED,-541.99265266,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x90167f4d8e3e598e4f1cbe92436d93d3f17df100e4a2ebc62ac69fef43bc14c7,
2565552,20-07-17 12:58:52,ETH,COMPLETED,-199.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0xb6dc8ccbd79583e425099408c0f260eb0a68ab7f8b9864a1f4f068a74f99d274,
2550836,19-07-17 07:41:56,BTC,COMPLETED,-0.10098682,-0.0004,14WNvk2ujHBc6g2fooTbk56SWE4vyzyvHZ,62c8389701df931c3bca04e6ae4431bf844a4dc41e2991876af94d2fdb8e9d2e,
2537815,18-07-17 13:57:26,ETH,COMPLETED,-199.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x813e87efd1e5c97c871fa5b70748a0740d05ea8445663861da5034f93e689312,
2520714,17-07-17 07:11:48,ETH,COMPLETED,-299.99,-0.01,0x2fcdEf09932B7087e9470934C55B69eD3B13a041,0x13f9a04332f4b2a857e002da631663d86b8cf9f02bc6f0b7fdbeab0bada5b3df,
2508985,16-07-17 11:15:00,ETH,COMPLETED,300,0,0xac7de85b614656f76e87287de072f95aedb7bbc1,0x249914725b6b29f4d0fe4ab32ecec251b9330825a3c93300ace31fa6ce6a102c,
