#,DESCRIPTION,CURRENCY,AMOUNT,BALANCE,DATE,WALLET
1393056917,Trading fees for 2.0 ETH (ETHUSD) @ 656.77 on BFX (0.2%) on wallet margin,USD,-2.62708,-311.87270336,14-03-18 14:44:59,margin
1393056914,Trading fees for 20.0 ETH (ETHUSD) @ 657.84 on BFX (0.2%) on wallet margin,USD,-26.3136,-309.24562336,14-03-18 14:44:59,margin
1393056907,Trading fees for 0.2 ETH (ETHUSD) @ 656.0 on BFX (0.2%) on wallet margin,USD,-0.2624,-282.93202336,14-03-18 14:44:59,margin
1393056896,Trading fees for 12.951 ETH (ETHUSD) @ 654.53 on BFX (0.2%) on wallet margin,USD,-16.95363606,-282.66962336,14-03-18 14:44:59,margin
1393056887,Trading fees for 20.801 ETH (ETHUSD) @ 654.59 on BFX (0.2%) on wallet margin,USD,-27.23225318,-265.7159873,14-03-18 14:44:59,margin
1393056878,Trading fees for 13.2417 ETH (ETHUSD) @ 656.24 on BFX (0.2%) on wallet margin,USD,-17.37946042,-238.48373412,14-03-18 14:44:59,margin
1393056864,Trading fees for 0.0214 ETH (ETHUSD) @ 656.76 on BFX (0.2%) on wallet margin,USD,-0.02810112,-221.1042737,14-03-18 14:44:59,margin
1393056863,Trading fees for 10.0 ETH (ETHUSD) @ 656.08 on BFX (0.2%) on wallet margin,USD,-13.1216,-221.07617258,14-03-18 14:44:59,margin
1393056855,Trading fees for 0.1 ETH (ETHUSD) @ 656.18 on BFX (0.2%) on wallet margin,USD,-0.131236,-207.95457258,14-03-18 14:44:59,margin
1393056842,Trading fees for 37.751 ETH (ETHUSD) @ 656.62 on BFX (0.2%) on wallet margin,USD,-49.57612324,-207.82333658,14-03-18 14:44:59,margin
1393056813,Trading fees for 15.1079 ETH (ETHUSD) @ 656.07 on BFX (0.2%) on wallet margin,USD,-19.82367991,-158.24721334,14-03-18 14:44:59,margin
1393056809,Trading fees for 5.0 ETH (ETHUSD) @ 655.9 on BFX (0.2%) on wallet margin,USD,-6.559,-138.42353343,14-03-18 14:44:59,margin
1393056794,Trading fees for 100.0 ETH (ETHUSD) @ 656.0 on BFX (0.2%) on wallet margin,USD,-131.2,-131.86453343,14-03-18 14:44:59,margin
1393056783,Trading fees for 0.5067 ETH (ETHUSD) @ 655.74 on BFX (0.2%) on wallet margin,USD,-0.66453343,-0.66453343,14-03-18 14:44:59,margin
1393055475,Deposit (ETHEREUM) #9237246 on wallet margin,ETH,600,600,14-03-18 14:44:22,margin
1385598239,Crypto Withdrawal fee on wallet exchange,ZRX,-2.8032,103497.35408482,11-03-18 22:15:24,exchange
1385598249,Zrx Withdrawal #9208300 on wallet exchange,ZRX,-103497.35408482,0,11-03-18 22:15:24,exchange
1385576048,Canceled withdrawal fee #9208234 on wallet exchange,ZRX,2.8032,103500.15728482,11-03-18 22:07:51,exchange
1385576047,Canceled withdrawal request #9208234 on wallet exchange,ZRX,103497.35408482,103497.35408482,11-03-18 22:07:51,exchange
1385568793,Crypto Withdrawal fee on wallet exchange,ZRX,-2.8032,103497.35408482,11-03-18 22:04:10,exchange
1385568794,Zrx Withdrawal #9208234 on wallet exchange,ZRX,-103497.35408482,0,11-03-18 22:04:10,exchange
1385567330,Crypto Withdrawal fee on wallet exchange,REP,-0.052294,954.40565263,11-03-18 22:02:29,exchange
1385567331,Rep Withdrawal #9208231 on wallet exchange,REP,-954.40565263,0,11-03-18 22:02:29,exchange
1385562818,Trading fees for 0.2 REP (REPBTC) @ 0.0042 on BFX (0.2%) on wallet exchange,REP,-0.0004,954.45794663,11-03-18 22:00:09,exchange
1385562817,Trading fees for 3.294 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.006588,954.45834663,11-03-18 22:00:09,exchange
1385562810,Trading fees for 10.0 REP (REPBTC) @ 0.0042 on BFX (0.2%) on wallet exchange,REP,-0.02,954.46493463,11-03-18 22:00:09,exchange
1385562808,Trading fees for 8.9861 REP (REPBTC) @ 0.0039 on BFX (0.2%) on wallet exchange,REP,-0.01797228,954.48493463,11-03-18 22:00:09,exchange
1385562806,Trading fees for 0.2 REP (REPBTC) @ 0.0041 on BFX (0.2%) on wallet exchange,REP,-0.0004,954.50290691,11-03-18 22:00:09,exchange
1385562804,Trading fees for 0.2 REP (REPBTC) @ 0.0048 on BFX (0.2%) on wallet exchange,REP,-0.0004,954.50330691,11-03-18 22:00:09,exchange
1385562802,Trading fees for 3.996 REP (REPBTC) @ 0.0059 on BFX (0.2%) on wallet exchange,REP,-0.007992,954.50370691,11-03-18 22:00:09,exchange
1385562799,Trading fees for 2.8427 REP (REPBTC) @ 0.004 on BFX (0.2%) on wallet exchange,REP,-0.00568531,954.51169891,11-03-18 22:00:09,exchange
1385562798,Trading fees for 165.083 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.330166,954.51738422,11-03-18 22:00:09,exchange
1385562797,Trading fees for 0.2 REP (REPBTC) @ 0.0053 on BFX (0.2%) on wallet exchange,REP,-0.0004,954.84755022,11-03-18 22:00:09,exchange
1385562792,Trading fees for 5.0481 REP (REPBTC) @ 0.0039 on BFX (0.2%) on wallet exchange,REP,-0.01009627,954.84795022,11-03-18 22:00:09,exchange
1385562780,Trading fees for 5.754 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.011508,954.85804649,11-03-18 22:00:09,exchange
1385562770,Trading fees for 0.3751 REP (REPBTC) @ 0.004 on BFX (0.2%) on wallet exchange,REP,-0.00075028,949.34111545,11-03-18 22:00:09,exchange
1385562754,Trading fees for 0.2 REP (REPBTC) @ 0.0043 on BFX (0.2%) on wallet exchange,REP,-0.0004,949.34186573,11-03-18 22:00:09,exchange
1385562753,Trading fees for 57.54 REP (REPBTC) @ 0.0039 on BFX (0.2%) on wallet exchange,REP,-0.11508,949.34226573,11-03-18 22:00:09,exchange
1385562742,Trading fees for 0.8105 REP (REPBTC) @ 0.004 on BFX (0.2%) on wallet exchange,REP,-0.00162101,949.45734573,11-03-18 22:00:09,exchange
1385562739,Trading fees for 0.2 REP (REPBTC) @ 0.005 on BFX (0.2%) on wallet exchange,REP,-0.0004,949.45896674,11-03-18 22:00:09,exchange
1385562736,Trading fees for 0.2 REP (REPBTC) @ 0.0042 on BFX (0.2%) on wallet exchange,REP,-0.0004,949.45936674,11-03-18 22:00:09,exchange
1385562727,Trading fees for 0.2 REP (REPBTC) @ 0.0041 on BFX (0.2%) on wallet exchange,REP,-0.0004,949.45976674,11-03-18 22:00:09,exchange
1385562726,Trading fees for 0.2 REP (REPBTC) @ 0.0045 on BFX (0.2%) on wallet exchange,REP,-0.0004,949.46016674,11-03-18 22:00:09,exchange
1385562712,Trading fees for 10.0 REP (REPBTC) @ 0.0042 on BFX (0.2%) on wallet exchange,REP,-0.02,930.41256674,11-03-18 22:00:09,exchange
1385562695,Trading fees for 0.3994 REP (REPBTC) @ 0.0059 on BFX (0.2%) on wallet exchange,REP,-0.0007988,930.03256674,11-03-18 22:00:09,exchange
1385562689,Trading fees for 0.4803 REP (REPBTC) @ 0.006 on BFX (0.2%) on wallet exchange,REP,-0.00096061,930.03336554,11-03-18 22:00:09,exchange
1385562687,Trading fees for 0.2 REP (REPBTC) @ 0.0042 on BFX (0.2%) on wallet exchange,REP,-0.0004,930.03432615,11-03-18 22:00:09,exchange
1385562683,Trading fees for 0.2 REP (REPBTC) @ 0.004 on BFX (0.2%) on wallet exchange,REP,-0.0004,930.03472615,11-03-18 22:00:09,exchange
1385562676,Trading fees for 6.3302 REP (REPBTC) @ 0.0054 on BFX (0.2%) on wallet exchange,REP,-0.01266048,929.83512615,11-03-18 22:00:09,exchange
1385562658,Trading fees for 0.2 REP (REPBTC) @ 0.004 on BFX (0.2%) on wallet exchange,REP,-0.0004,909.05174008,11-03-18 22:00:09,exchange
1385562637,Trading fees for 4.995 REP (REPBTC) @ 0.0049 on BFX (0.2%) on wallet exchange,REP,-0.00999,683.00854981,11-03-18 22:00:09,exchange
1385562631,Trading fees for 0.2028 REP (REPBTC) @ 0.0048 on BFX (0.2%) on wallet exchange,REP,-0.00040559,683.01853981,11-03-18 22:00:09,exchange
1385562601,Trading fees for 0.2 REP (REPBTC) @ 0.0055 on BFX (0.2%) on wallet exchange,REP,-0.0004,682.6189454,11-03-18 22:00:09,exchange
1385562587,Trading fees for 31.5432 REP (REPBTC) @ 0.0054 on BFX (0.2%) on wallet exchange,REP,-0.06308645,682.4193454,11-03-18 22:00:09,exchange
1385562571,Trading fees for 21.958 REP (REPBTC) @ 0.0055 on BFX (0.2%) on wallet exchange,REP,-0.043916,677.08743185,11-03-18 22:00:09,exchange
1385562781,Exchange 0.2 REP for BTC @ 0.00412 on wallet exchange,BTC,-0.000824,0,11-03-18 22:00:09,exchange
1385562773,Exchange 5.0481351 REP for BTC @ 0.0038778 on wallet exchange,REP,5.0481351,954.86955449,11-03-18 22:00:09,exchange
1385562771,Exchange 0.48030394 REP for BTC @ 0.005955 on wallet exchange,REP,0.48030394,949.82141939,11-03-18 22:00:09,exchange
1385562767,Exchange 0.81050655 REP for BTC @ 0.00402 on wallet exchange,BTC,-0.00325824,0.000824,11-03-18 22:00:09,exchange
1385562764,Exchange 0.48030394 REP for BTC @ 0.005955 on wallet exchange,BTC,-0.00286021,0.00408224,11-03-18 22:00:09,exchange
1385562757,Exchange 0.3994 REP for BTC @ 0.0058899 on wallet exchange,BTC,-0.00235243,0.00694245,11-03-18 22:00:09,exchange
1385562743,Exchange 57.54 REP for BTC @ 0.0038777 on wallet exchange,BTC,-0.22312286,0.00929488,11-03-18 22:00:09,exchange
1385562723,Exchange 0.2 REP for BTC @ 0.00408 on wallet exchange,BTC,-0.000816,0.23241774,11-03-18 22:00:09,exchange
1385562722,Exchange 165.083 REP for BTC @ 0.0037957 on wallet exchange,BTC,-0.62660554,0.23323374,11-03-18 22:00:09,exchange
1385562721,Exchange 3.294 REP for BTC @ 0.00382 on wallet exchange,REP,3.294,949.46056674,11-03-18 22:00:09,exchange
1385562720,Exchange 5.754 REP for BTC @ 0.0038199 on wallet exchange,REP,5.754,946.16656674,11-03-18 22:00:09,exchange
1385562715,Exchange 10.0 REP for BTC @ 0.0042 on wallet exchange,REP,10,940.41256674,11-03-18 22:00:09,exchange
1385562708,Exchange 0.2 REP for BTC @ 0.00404 on wallet exchange,REP,0.2,930.43256674,11-03-18 22:00:09,exchange
1385562697,Exchange 0.2 REP for BTC @ 0.00412 on wallet exchange,REP,0.2,930.23256674,11-03-18 22:00:09,exchange
1385562692,Exchange 3.294 REP for BTC @ 0.00382 on wallet exchange,BTC,-0.01258308,0.85983928,11-03-18 22:00:09,exchange
1385562679,Exchange 5.754 REP for BTC @ 0.0038199 on wallet exchange,BTC,-0.0219797,0.87242236,11-03-18 22:00:09,exchange
1385562678,Exchange 0.2 REP for BTC @ 0.00408 on wallet exchange,REP,0.2,930.03512615,11-03-18 22:00:09,exchange
1385562675,Exchange 10.0 REP for BTC @ 0.004239 on wallet exchange,BTC,-0.04239,0.89440206,11-03-18 22:00:09,exchange
1385562674,Exchange 0.3994 REP for BTC @ 0.0058899 on wallet exchange,REP,0.3994,929.84778663,11-03-18 22:00:09,exchange
1385562669,Exchange 0.2 REP for BTC @ 0.004 on wallet exchange,REP,0.2,929.44838663,11-03-18 22:00:09,exchange
1385562667,Exchange 8.98614 REP for BTC @ 0.0038779 on wallet exchange,REP,8.98614,929.24838663,11-03-18 22:00:09,exchange
1385562664,Exchange 0.2 REP for BTC @ 0.00428 on wallet exchange,REP,0.2,920.26224663,11-03-18 22:00:09,exchange
1385562663,Exchange 10.0 REP for BTC @ 0.004239 on wallet exchange,REP,10,920.06224663,11-03-18 22:00:09,exchange
1385562661,Exchange 0.2 REP for BTC @ 0.00424 on wallet exchange,REP,0.2,910.06224663,11-03-18 22:00:09,exchange
1385562660,Exchange 0.81050655 REP for BTC @ 0.00402 on wallet exchange,REP,0.81050655,909.86224663,11-03-18 22:00:09,exchange
1385562655,Exchange 0.37513877 REP for BTC @ 0.004029 on wallet exchange,REP,0.37513877,909.05214008,11-03-18 22:00:09,exchange
1385562654,Exchange 5.0481351 REP for BTC @ 0.0038778 on wallet exchange,BTC,-0.01957566,0.93679206,11-03-18 22:00:09,exchange
1385562651,Exchange 2.8426545 REP for BTC @ 0.004029 on wallet exchange,BTC,-0.01145305,0.95636772,11-03-18 22:00:09,exchange
1385562649,Exchange 0.2 REP for BTC @ 0.004 on wallet exchange,BTC,-0.0008,0.96782077,11-03-18 22:00:09,exchange
1385562647,Exchange 0.202797 REP for BTC @ 0.004799 on wallet exchange,REP,0.202797,908.67700131,11-03-18 22:00:09,exchange
1385562646,Exchange 165.083 REP for BTC @ 0.0037957 on wallet exchange,REP,165.083,908.47420431,11-03-18 22:00:09,exchange
1385562645,Exchange 57.54 REP for BTC @ 0.0038777 on wallet exchange,REP,57.54,743.39120431,11-03-18 22:00:09,exchange
1385562643,Exchange 2.8426545 REP for BTC @ 0.004029 on wallet exchange,REP,2.8426545,685.85120431,11-03-18 22:00:09,exchange
1385562641,Exchange 0.37513877 REP for BTC @ 0.004029 on wallet exchange,BTC,-0.00151143,0.96862077,11-03-18 22:00:09,exchange
1385562640,Exchange 8.98614 REP for BTC @ 0.0038779 on wallet exchange,BTC,-0.03484735,0.9701322,11-03-18 22:00:09,exchange
1385562630,Exchange 0.2 REP for BTC @ 0.00416 on wallet exchange,REP,0.2,683.0189454,11-03-18 22:00:09,exchange
1385562629,Exchange 0.2 REP for BTC @ 0.00404 on wallet exchange,BTC,-0.000808,1.00497955,11-03-18 22:00:09,exchange
1385562625,Exchange 4.995 REP for BTC @ 0.004914 on wallet exchange,BTC,-0.02454543,1.00578755,11-03-18 22:00:09,exchange
1385562619,Exchange 0.2 REP for BTC @ 0.00416 on wallet exchange,BTC,-0.000832,1.03033298,11-03-18 22:00:09,exchange
1385562617,Exchange 0.2 REP for BTC @ 0.00424 on wallet exchange,BTC,-0.000848,1.03116498,11-03-18 22:00:09,exchange
1385562613,Exchange 10.0 REP for BTC @ 0.0042 on wallet exchange,BTC,-0.042,1.03201298,11-03-18 22:00:09,exchange
1385562611,Exchange 0.2 REP for BTC @ 0.0042 on wallet exchange,REP,0.2,682.8189454,11-03-18 22:00:09,exchange
1385562608,Exchange 0.2 REP for BTC @ 0.0045 on wallet exchange,BTC,-0.0009,1.07401298,11-03-18 22:00:09,exchange
1385562607,Exchange 0.202797 REP for BTC @ 0.004799 on wallet exchange,BTC,-0.00097322,1.07491298,11-03-18 22:00:09,exchange
1385562606,Exchange 0.2 REP for BTC @ 0.0042 on wallet exchange,BTC,-0.00084,1.0758862,11-03-18 22:00:09,exchange
1385562598,Exchange 0.2 REP for BTC @ 0.005 on wallet exchange,BTC,-0.001,1.0767262,11-03-18 22:00:09,exchange
1385562594,Exchange 0.2 REP for BTC @ 0.00475 on wallet exchange,BTC,-0.00095,1.0777262,11-03-18 22:00:09,exchange
1385562592,Exchange 0.2 REP for BTC @ 0.00428 on wallet exchange,BTC,-0.000856,1.0786762,11-03-18 22:00:09,exchange
1385562588,Exchange 0.2 REP for BTC @ 0.00525 on wallet exchange,REP,0.2,682.6193454,11-03-18 22:00:09,exchange
1385562580,Exchange 0.2 REP for BTC @ 0.0045 on wallet exchange,REP,0.2,682.48243185,11-03-18 22:00:09,exchange
1385562578,Exchange 0.2 REP for BTC @ 0.00475 on wallet exchange,REP,0.2,682.28243185,11-03-18 22:00:09,exchange
1385562576,Exchange 31.54322371 REP for BTC @ 0.0053998 on wallet exchange,BTC,-0.1703271,1.0795322,11-03-18 22:00:09,exchange
1385562575,Exchange 4.995 REP for BTC @ 0.004914 on wallet exchange,REP,4.995,682.08243185,11-03-18 22:00:09,exchange
1385562572,Exchange 0.2 REP for BTC @ 0.00525 on wallet exchange,BTC,-0.00105,1.2498593,11-03-18 22:00:09,exchange
1385562570,Exchange 6.33024227 REP for BTC @ 0.0054 on wallet exchange,BTC,-0.03418331,1.2509093,11-03-18 22:00:09,exchange
1385562569,Exchange 0.2 REP for BTC @ 0.005 on wallet exchange,REP,0.2,677.13134785,11-03-18 22:00:09,exchange
1385562564,Exchange 6.33024227 REP for BTC @ 0.0054 on wallet exchange,REP,6.33024227,676.93134785,11-03-18 22:00:09,exchange
1385562563,Exchange 31.54322371 REP for BTC @ 0.0053998 on wallet exchange,REP,31.54322371,670.60110558,11-03-18 22:00:09,exchange
1385562562,Exchange 0.2 REP for BTC @ 0.0055 on wallet exchange,BTC,-0.0011,1.28509261,11-03-18 22:00:09,exchange
1385562559,Exchange 21.958 REP for BTC @ 0.0055 on wallet exchange,BTC,-0.120769,1.28619261,11-03-18 22:00:09,exchange
1385562558,Exchange 0.2 REP for BTC @ 0.0055 on wallet exchange,REP,0.2,639.05788187,11-03-18 22:00:09,exchange
1385562556,Exchange 21.958 REP for BTC @ 0.0055 on wallet exchange,REP,21.958,638.85788187,11-03-18 22:00:09,exchange
1385562554,Exchange 3.996 REP for BTC @ 0.00587 on wallet exchange,REP,3.996,616.89988187,11-03-18 22:00:09,exchange
1385562553,Exchange 3.996 REP for BTC @ 0.00587 on wallet exchange,BTC,-0.02345652,1.40696161,11-03-18 22:00:09,exchange
1385562100,Trading fees for 12.0 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00181056,1.43041813,11-03-18 21:59:54,exchange
1385562098,Trading fees for 0.9053 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.00013664,1.43222869,11-03-18 21:59:54,exchange
1385562096,Trading fees for 0.24 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00003621,1.43236533,11-03-18 21:59:54,exchange
1385562092,Trading fees for 0.53 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00007997,1.43240154,11-03-18 21:59:54,exchange
1385562086,Trading fees for 5.1446 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00077603,1.36416214,11-03-18 21:59:54,exchange
1385562081,Trading fees for 0.18 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00002716,1.32495195,11-03-18 21:59:54,exchange
1385562089,Exchange 0.24 ETH for BTC @ 0.075443 on wallet exchange,ETH,-0.24,0,11-03-18 21:59:54,exchange
1385562088,Exchange 0.905324 ETH for BTC @ 0.075464 on wallet exchange,BTC,0.06831937,1.43248151,11-03-18 21:59:54,exchange
1385562084,Exchange 0.53004 ETH for BTC @ 0.07544 on wallet exchange,BTC,0.03998622,1.36493817,11-03-18 21:59:54,exchange
1385562083,Exchange 0.905324 ETH for BTC @ 0.075464 on wallet exchange,ETH,-0.905324,0.24,11-03-18 21:59:54,exchange
1385562077,Exchange 0.24 ETH for BTC @ 0.075443 on wallet exchange,BTC,0.01810632,1.32497911,11-03-18 21:59:54,exchange
1385562075,Exchange 0.18 ETH for BTC @ 0.07544 on wallet exchange,BTC,0.0135792,1.30687279,11-03-18 21:59:54,exchange
1385562072,Exchange 12.0 ETH for BTC @ 0.07544 on wallet exchange,BTC,0.90528,1.29329359,11-03-18 21:59:54,exchange
1385562070,Exchange 12.0 ETH for BTC @ 0.07544 on wallet exchange,ETH,-12,1.145324,11-03-18 21:59:54,exchange
1385562069,Exchange 0.53004 ETH for BTC @ 0.07544 on wallet exchange,ETH,-0.53004,13.145324,11-03-18 21:59:54,exchange
1385562066,Exchange 0.18 ETH for BTC @ 0.07544 on wallet exchange,ETH,-0.18,13.675364,11-03-18 21:59:54,exchange
1385562064,Exchange 5.144636 ETH for BTC @ 0.075421 on wallet exchange,BTC,0.38801359,0.38801359,11-03-18 21:59:54,exchange
1385562063,Exchange 5.144636 ETH for BTC @ 0.075421 on wallet exchange,ETH,-5.144636,13.855364,11-03-18 21:59:54,exchange
1385561329,Trading fees for 1.6857 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.00337146,612.90388187,11-03-18 21:59:32,exchange
1385561319,Trading fees for 167.393 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.334786,612.90725333,11-03-18 21:59:32,exchange
1385561317,Trading fees for 5.754 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.011508,613.24203933,11-03-18 21:59:32,exchange
1385561313,Trading fees for 43.2425 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.08648508,613.25354733,11-03-18 21:59:32,exchange
1385561323,Exchange 1.68572808 REP for BTC @ 0.003795 on wallet exchange,BTC,-0.00639734,0,11-03-18 21:59:32,exchange
1385561311,Exchange 167.393 REP for BTC @ 0.0037952 on wallet exchange,BTC,-0.63528991,0.00639734,11-03-18 21:59:32,exchange
1385561310,Exchange 167.393 REP for BTC @ 0.0037952 on wallet exchange,REP,167.393,613.34003241,11-03-18 21:59:32,exchange
1385561309,Exchange 1.68572808 REP for BTC @ 0.003795 on wallet exchange,REP,1.68572808,445.94703241,11-03-18 21:59:32,exchange
1385561306,Exchange 5.754 REP for BTC @ 0.0038053 on wallet exchange,REP,5.754,444.26130433,11-03-18 21:59:32,exchange
1385561305,Exchange 5.754 REP for BTC @ 0.0038053 on wallet exchange,BTC,-0.0218957,0.64168725,11-03-18 21:59:32,exchange
1385561302,Exchange 43.24254217 REP for BTC @ 0.0038054 on wallet exchange,BTC,-0.16455517,0.66358295,11-03-18 21:59:32,exchange
1385561301,Exchange 43.24254217 REP for BTC @ 0.0038054 on wallet exchange,REP,43.24254217,438.50730433,11-03-18 21:59:32,exchange
1385560722,Trading fees for 11.0 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.0016595,0.82813812,11-03-18 21:59:18,exchange
1385560683,Exchange 11.0 ETH for BTC @ 0.075432 on wallet exchange,ETH,-11,19,11-03-18 21:59:17,exchange
1385560678,Exchange 11.0 ETH for BTC @ 0.075432 on wallet exchange,BTC,0.829752,0.82979762,11-03-18 21:59:17,exchange
1385560344,Trading fees for 50.6888 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.10137766,395.26476216,11-03-18 21:58:52,exchange
1385560340,Exchange 50.68883035 REP for BTC @ 0.0037951 on wallet exchange,BTC,-0.19236918,0.00004562,11-03-18 21:58:52,exchange
1385560339,Exchange 50.68883035 REP for BTC @ 0.0037951 on wallet exchange,REP,50.68883035,395.36613982,11-03-18 21:58:52,exchange
1385560217,Trading fees for 176.634 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.353268,344.67730947,11-03-18 21:58:41,exchange
1385560214,Trading fees for 66.9281 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.13385627,345.03057747,11-03-18 21:58:41,exchange
1385560206,Trading fees for 5.754 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.011508,345.16443374,11-03-18 21:58:41,exchange
1385560201,Trading fees for 13.8615 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.02772303,345.17594174,11-03-18 21:58:41,exchange
1385560193,Trading fees for 24.6504 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.0493008,168.56966477,11-03-18 21:58:41,exchange
1385560186,Trading fees for 57.54 REP (REPBTC) @ 0.0038 on BFX (0.2%) on wallet exchange,REP,-0.11508,168.61896557,11-03-18 21:58:41,exchange
1385560197,Exchange 176.634 REP for BTC @ 0.0037953 on wallet exchange,REP,176.634,345.20366477,11-03-18 21:58:41,exchange
1385560195,Exchange 5.754 REP for BTC @ 0.0038052 on wallet exchange,BTC,-0.02189512,0.1924148,11-03-18 21:58:41,exchange
1385560191,Exchange 176.634 REP for BTC @ 0.0037953 on wallet exchange,BTC,-0.67037902,0.21430992,11-03-18 21:58:41,exchange
1385560187,Exchange 13.861513 REP for BTC @ 0.0038053 on wallet exchange,BTC,-0.05274722,0.88468894,11-03-18 21:58:41,exchange
1385560185,Exchange 5.754 REP for BTC @ 0.0038052 on wallet exchange,REP,5.754,168.73404557,11-03-18 21:58:41,exchange
1385560181,Exchange 57.54 REP for BTC @ 0.0038198 on wallet exchange,REP,57.54,162.98004557,11-03-18 21:58:41,exchange
1385560180,Exchange 13.861513 REP for BTC @ 0.0038053 on wallet exchange,REP,13.861513,105.44004557,11-03-18 21:58:41,exchange
1385560178,Exchange 66.92813257 REP for BTC @ 0.0038054 on wallet exchange,BTC,-0.25468832,0.93743616,11-03-18 21:58:41,exchange
1385560177,Exchange 66.92813257 REP for BTC @ 0.0038054 on wallet exchange,REP,66.92813257,91.57853257,11-03-18 21:58:41,exchange
1385560174,Exchange 57.54 REP for BTC @ 0.0038198 on wallet exchange,BTC,-0.21979129,1.19212448,11-03-18 21:58:41,exchange
1385560172,Exchange 24.6504 REP for BTC @ 0.00382 on wallet exchange,REP,24.6504,24.6504,11-03-18 21:58:41,exchange
1385560171,Exchange 24.6504 REP for BTC @ 0.00382 on wallet exchange,BTC,-0.09416453,1.41191577,11-03-18 21:58:41,exchange
1385559967,Trading fees for 7.8 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.00117727,1.5060803,11-03-18 21:58:28,exchange
1385559963,Trading fees for 1.0356 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.0001563,1.50725757,11-03-18 21:58:28,exchange
1385559957,Trading fees for 0.245 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.00003697,1.50741387,11-03-18 21:58:28,exchange
1385559951,Trading fees for 0.18 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.00002717,0.91881604,11-03-18 21:58:28,exchange
1385559950,Trading fees for 5.2966 ETH (ETHBTC) @ 0.0755 on BFX (0.2%) on wallet exchange,BTC,-0.00079937,0.91884321,11-03-18 21:58:28,exchange
1385559942,Trading fees for 0.18 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00002716,0.90605978,11-03-18 21:58:28,exchange
1385559934,Trading fees for 0.4452 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.00006716,0.48791775,11-03-18 21:58:28,exchange
1385559928,Trading fees for 4.8177 ETH (ETHBTC) @ 0.0754 on BFX (0.2%) on wallet exchange,BTC,-0.0007268,0.48798491,11-03-18 21:58:28,exchange
1385559958,Exchange 7.8 ETH for BTC @ 0.075466 on wallet exchange,ETH,-7.8,30,11-03-18 21:58:28,exchange
1385559956,Exchange 7.8 ETH for BTC @ 0.075466 on wallet exchange,BTC,0.5886348,1.50745084,11-03-18 21:58:28,exchange
1385559952,Exchange 0.24495752 ETH for BTC @ 0.075465 on wallet exchange,ETH,-0.24495752,37.8,11-03-18 21:58:28,exchange
1385559947,Exchange 0.18 ETH for BTC @ 0.07546 on wallet exchange,BTC,0.0135828,0.91964258,11-03-18 21:58:28,exchange
1385559941,Exchange 0.18 ETH for BTC @ 0.07546 on wallet exchange,ETH,-0.18,38.04495752,11-03-18 21:58:28,exchange
1385559938,Exchange 0.24495752 ETH for BTC @ 0.075465 on wallet exchange,BTC,0.01848572,0.90608694,11-03-18 21:58:28,exchange
1385559936,Exchange 5.29655673 ETH for BTC @ 0.075461 on wallet exchange,BTC,0.39968347,0.88760122,11-03-18 21:58:28,exchange
1385559932,Exchange 5.29655673 ETH for BTC @ 0.075461 on wallet exchange,ETH,-5.29655673,38.22495752,11-03-18 21:58:28,exchange
1385559930,Exchange 0.18 ETH for BTC @ 0.07544 on wallet exchange,ETH,-0.18,43.52151425,11-03-18 21:58:28,exchange
