Currency,Rate,Amount,Duration,TotalFee,Open,Close
BTC,0.00005400,0.11871489,2.00060185,0.00001283,2018-01-17 05:23:57,2018-01-19 05:24:49
BTC,0.00012900,0.04834560,15.00002314,0.00009346,2018-01-04 05:21:34,2018-01-19 05:21:36
BTC,0.00003500,0.01224480,2.00057870,0.00000085,2018-01-17 04:18:12,2018-01-19 04:19:02
BTC,0.00005100,0.01585068,2.00057870,0.00000161,2018-01-17 04:18:12,2018-01-19 04:19:02
BTC,0.00005300,0.01184797,2.00057870,0.00000125,2018-01-17 04:18:12,2018-01-19 04:19:02
BTC,0.00005300,0.01017379,2.00057870,0.00000107,2018-01-17 04:18:12,2018-01-19 04:19:02
BTC,0.00005700,3.04735476,2.00057870,0.00034749,2018-01-17 04:18:12,2018-01-19 04:19:02
BTC,0.00003500,0.00594933,2.00055555,0.00000041,2018-01-16 20:55:06,2018-01-18 20:55:54
BTC,0.00004200,0.01337313,20.00120370,0.00001121,2017-12-29 20:47:14,2018-01-18 20:48:58
BTC,0.00006699,0.09384552,2.00062500,0.00001257,2018-01-16 20:48:04,2018-01-18 20:48:58
BTC,0.00003800,0.02297716,2.00094907,0.00000175,2018-01-16 19:55:09,2018-01-18 19:56:31
BTC,0.00006690,0.03596558,2.00094907,0.00000481,2018-01-16 19:55:09,2018-01-18 19:56:31
BTC,0.00005300,0.00281712,2.00098379,0.00000029,2018-01-16 19:51:29,2018-01-18 19:52:54
BTC,0.00007000,0.01698960,2.00098379,0.00000237,2018-01-16 19:51:29,2018-01-18 19:52:54
BTC,0.00007200,0.00920273,2.00098379,0.00000133,2018-01-16 19:51:29,2018-01-18 19:52:54
BTC,0.00007200,0.22846946,2.00164351,0.00003291,2018-01-16 19:03:07,2018-01-18 19:05:29
BTC,0.00007200,0.02011933,2.00164351,0.00000289,2018-01-16 19:03:07,2018-01-18 19:05:29
BTC,0.00007200,0.01447011,2.00164351,0.00000209,2018-01-16 19:03:07,2018-01-18 19:05:29
BTC,0.00007200,0.00347341,2.00164351,0.00000051,2018-01-16 19:03:07,2018-01-18 19:05:29
BTC,0.00388800,0.01077294,15.00093750,0.00062824,2018-01-03 18:58:44,2018-01-18 19:00:05
BTC,0.00003000,0.01837930,2.00053240,0.00000111,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00003600,0.01686383,2.00053240,0.00000121,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00003800,0.01035477,2.00053240,0.00000079,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.01704671,2.00053240,0.00000243,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.02061880,2.00053240,0.00000293,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.01009896,2.00053240,0.00000143,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.20069896,2.00053240,0.00002855,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007114,0.09972297,2.00053240,0.00001419,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007123,0.01165345,2.00052083,0.00000167,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007123,0.09000000,2.00053240,0.00001283,2018-01-16 18:52:20,2018-01-18 18:53:06
BTC,0.00007125,0.01688508,2.00052083,0.00000241,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007125,0.22116852,2.00052083,0.00003151,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007125,0.05666607,2.00052083,0.00000807,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007125,0.82562979,2.00052083,0.00011768,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007125,0.01100751,2.00052083,0.00000157,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007125,0.15055337,2.00052083,0.00002145,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007126,0.01125400,2.00052083,0.00000161,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007126,0.01285528,2.00052083,0.00000183,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007126,0.01102393,2.00052083,0.00000157,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007126,4.27072529,2.00052083,0.00060882,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007126,0.47876134,2.00052083,0.00006824,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007129,0.01130175,2.00052083,0.00000161,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007129,0.25000000,2.00052083,0.00003565,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007134,0.02061876,2.00052083,0.00000295,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007136,1.12427205,2.00052083,0.00016049,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007146,3.18295755,2.00052083,0.00045502,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007146,1.17880202,2.00052083,0.00016851,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007147,0.15468657,2.00052083,0.00002211,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007148,0.01433102,2.00052083,0.00000205,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007150,0.10129565,2.00052083,0.00001449,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007152,0.01009896,2.00052083,0.00000145,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007153,0.01018835,2.00052083,0.00000145,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007153,0.40138000,2.00052083,0.00005744,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007154,0.02061876,2.00052083,0.00000295,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00007155,0.49484941,2.00052083,0.00007082,2018-01-16 18:52:21,2018-01-18 18:53:06
BTC,0.00003500,0.00412967,2.00023148,0.00000029,2018-01-16 17:46:25,2018-01-18 17:46:45
BTC,0.00003500,0.01482091,2.00023148,0.00000103,2018-01-16 17:46:25,2018-01-18 17:46:45
BTC,0.00012900,0.08291035,15.00104166,0.00016037,2018-01-03 17:39:55,2018-01-18 17:41:25
BTC,0.00006000,0.01684946,2.00103009,0.00000203,2018-01-16 14:05:56,2018-01-18 14:07:25
BTC,0.00006200,0.03356113,2.00103009,0.00000417,2018-01-16 14:05:56,2018-01-18 14:07:25
BTC,0.00003700,0.01087544,2.00101851,0.00000081,2018-01-16 13:38:47,2018-01-18 13:40:15
BTC,0.00005000,0.00153477,2.00101851,0.00000015,2018-01-16 13:38:47,2018-01-18 13:40:15
BTC,0.00006100,0.01103756,2.00060185,0.00000135,2018-01-16 13:33:21,2018-01-18 13:34:13
BTC,0.00006100,0.00794414,2.00060185,0.00000097,2018-01-16 13:33:21,2018-01-18 13:34:13
BTC,0.00006300,0.11479776,2.00033564,0.00001447,2018-01-16 06:44:42,2018-01-18 06:45:11
BTC,0.00006544,0.01086793,2.00030092,0.00000143,2018-01-16 05:29:33,2018-01-18 05:29:59
BTC,0.00006800,0.91125620,2.00030092,0.00012394,2018-01-16 05:29:33,2018-01-18 05:29:59
BTC,0.00006590,0.02183766,2.00045138,0.00000287,2018-01-16 05:25:59,2018-01-18 05:26:38
BTC,0.00004800,0.14891661,2.00063657,0.00001429,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00004900,0.02948534,2.00063657,0.00000289,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00004900,0.02638303,2.00063657,0.00000259,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00004900,0.01687523,2.00063657,0.00000165,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00006300,0.04270442,2.00063657,0.00000539,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00006600,0.09446662,2.00063657,0.00001247,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00006600,0.15586936,2.00063657,0.00002057,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00006600,0.00836283,2.00063657,0.00000111,2018-01-16 05:22:27,2018-01-18 05:23:22
BTC,0.00007600,0.01196667,2.00077546,0.00000181,2018-01-15 20:56:59,2018-01-17 20:58:06
BTC,0.00312000,0.00137233,14.00077546,0.00005993,2018-01-03 19:48:18,2018-01-17 19:49:25
BTC,0.00007300,0.17796376,2.00104166,0.00002600,2018-01-15 19:05:16,2018-01-17 19:06:46
BTC,0.00003000,0.01135178,2.00008101,0.00000069,2018-01-15 18:59:52,2018-01-17 18:59:59
BTC,0.00003100,0.01832783,2.00008101,0.00000113,2018-01-15 18:59:52,2018-01-17 18:59:59
BTC,0.00003200,0.05858909,2.00008101,0.00000375,2018-01-15 18:59:52,2018-01-17 18:59:59
BTC,0.00004400,0.01380071,12.00055555,0.00000721,2018-01-05 18:59:11,2018-01-17 18:59:59
BTC,0.00004200,0.03371396,2.00049768,0.00000283,2018-01-15 18:50:50,2018-01-17 18:51:33
BTC,0.00006400,0.00034790,2.00049768,0.00000005,2018-01-15 18:50:50,2018-01-17 18:51:33
BTC,0.00006700,0.12362416,2.00049768,0.00001657,2018-01-15 18:50:50,2018-01-17 18:51:33
BTC,0.00007000,0.01583756,5.00087962,0.00000551,2018-01-12 18:50:17,2018-01-17 18:51:33
BTC,0.00007390,0.01606480,2.00049768,0.00000237,2018-01-15 18:50:50,2018-01-17 18:51:33
BTC,0.00007400,0.00740158,2.00049768,0.00000109,2018-01-15 18:50:50,2018-01-17 18:51:33
BTC,0.00006800,0.00514379,2.00049768,0.00000069,2018-01-15 18:47:11,2018-01-17 18:47:54
BTC,0.00004400,0.01448619,2.00180555,0.00000127,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006500,0.01497922,2.00180555,0.00000195,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006500,0.01014963,2.00180555,0.00000131,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006500,0.01885112,2.00180555,0.00000245,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006500,0.16378439,2.00180555,0.00002130,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006537,0.01144365,2.00180555,0.00000149,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006537,0.01014960,2.00180555,0.00000133,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006550,0.01107128,2.00180555,0.00000145,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006550,0.03736720,2.00180555,0.00000489,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006575,0.01014960,2.00180555,0.00000133,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006590,0.07814980,2.00180555,0.00001031,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006590,0.01350995,2.00180555,0.00000179,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.24185357,2.00180555,0.00003195,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.20474596,2.00180555,0.00002705,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.08281336,2.00180555,0.00001093,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.01518443,2.00180555,0.00000201,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.10098386,2.00180555,0.00001334,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00006600,0.24364258,2.00180555,0.00003219,2018-01-15 17:47:48,2018-01-17 17:50:24
BTC,0.00003100,0.01434905,2.00090277,0.00000089,2018-01-15 14:05:21,2018-01-17 14:06:39
BTC,0.00007000,0.10179342,2.00129629,0.00001425,2018-01-15 13:30:30,2018-01-17 13:32:22
BTC,0.00007000,0.20029071,2.00129629,0.00002806,2018-01-15 13:30:30,2018-01-17 13:32:22
BTC,0.00007203,0.00082837,2.00129629,0.00000011,2018-01-15 13:30:30,2018-01-17 13:32:22
BTC,0.00007207,0.10659070,2.00129629,0.00001537,2018-01-15 13:30:30,2018-01-17 13:32:22
BTC,0.00007600,0.14191862,2.00011574,0.00002157,2018-01-15 05:23:47,2018-01-17 05:23:57
BTC,0.00007000,0.02099999,2.00035879,0.00000293,2018-01-15 04:17:41,2018-01-17 04:18:12
BTC,0.00007200,3.13594070,2.00035879,0.00045165,2018-01-15 04:17:41,2018-01-17 04:18:12
BTC,0.00003500,0.00594933,2.00018518,0.00000041,2018-01-14 20:54:50,2018-01-16 20:55:06
BTC,0.00003700,0.06886382,2.00023148,0.00000509,2018-01-14 20:47:44,2018-01-16 20:48:04
BTC,0.00003700,0.01343212,2.00023148,0.00000099,2018-01-14 20:47:44,2018-01-16 20:48:04
BTC,0.00006000,0.00029165,2.00023148,0.00000003,2018-01-14 20:47:44,2018-01-16 20:48:04
BTC,0.00009000,0.00310967,2.00023148,0.00000055,2018-01-14 20:47:44,2018-01-16 20:48:04
BTC,0.00009000,0.00814826,2.00023148,0.00000147,2018-01-14 20:47:44,2018-01-16 20:48:04
BTC,0.00006700,0.04211957,2.00065972,0.00000565,2018-01-14 19:54:12,2018-01-16 19:55:09
BTC,0.00009700,0.01013835,2.00065972,0.00000197,2018-01-14 19:54:12,2018-01-16 19:55:09
BTC,0.00009901,0.00668482,2.00065972,0.00000133,2018-01-14 19:54:12,2018-01-16 19:55:09
BTC,0.00009903,0.01019976,2.00060185,0.00000203,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009903,0.01476546,2.00060185,0.00000293,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009903,0.01188613,2.00060185,0.00000235,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009904,0.46136852,2.00060185,0.00009141,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009904,0.01154634,2.00060185,0.00000229,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009904,0.12754085,2.00060185,0.00002527,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00009904,0.03945156,2.00060185,0.00000781,2018-01-14 19:50:37,2018-01-16 19:51:29
BTC,0.00005500,0.01174574,2.00068287,0.00000129,2018-01-14 19:02:08,2018-01-16 19:03:07
BTC,0.00009300,0.12598031,2.00068287,0.00002343,2018-01-14 19:02:08,2018-01-16 19:03:07
BTC,0.00009400,0.12880626,2.00068287,0.00002421,2018-01-14 19:02:08,2018-01-16 19:03:07
BTC,0.00009399,0.01461143,2.00055555,0.00000275,2018-01-14 18:51:32,2018-01-16 18:52:20
BTC,0.00009400,15.93114487,2.00055555,0.00299588,2018-01-14 18:51:32,2018-01-16 18:52:20
BTC,0.00002400,0.01445870,2.00063657,0.00000069,2018-01-14 17:45:30,2018-01-16 17:46:25
BTC,0.00004800,0.00449188,2.00063657,0.00000043,2018-01-14 17:45:30,2018-01-16 17:46:25
BTC,0.00007700,0.05041059,2.00018518,0.00000777,2018-01-14 14:05:39,2018-01-16 14:05:55
BTC,0.00003000,0.01241021,2.00121527,0.00000075,2018-01-14 13:37:02,2018-01-16 13:38:47
BTC,0.00003000,0.01250000,2.00113425,0.00000075,2018-01-14 13:31:43,2018-01-16 13:33:21
BTC,0.00003500,0.00648170,2.00113425,0.00000045,2018-01-14 13:31:43,2018-01-16 13:33:21
BTC,0.00008700,0.11479776,2.00083333,0.00001997,2018-01-14 06:43:30,2018-01-16 06:44:42
BTC,0.00008125,0.00828429,2.00046296,0.00000135,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008238,0.01017675,2.00046296,0.00000167,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008300,0.09674467,2.00046296,0.00001605,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008300,0.03188198,2.00046296,0.00000529,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008300,0.36891500,2.00046296,0.00006124,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008300,0.06927792,2.00046296,0.00001151,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008300,0.15114870,2.00046296,0.00002509,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008303,0.10581964,2.00046296,0.00001757,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008303,0.01375296,2.00046296,0.00000229,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00008303,0.06612222,2.00046296,0.00001099,2018-01-14 05:28:53,2018-01-16 05:29:33
BTC,0.00007900,0.02183766,2.00034722,0.00000345,2018-01-14 05:25:29,2018-01-16 05:25:59
BTC,0.00008000,0.52306344,2.00025462,0.00008370,2018-01-14 05:22:05,2018-01-16 05:22:27
BTC,0.00007300,0.01196667,2.00034722,0.00000175,2018-01-13 20:56:29,2018-01-15 20:56:59
BTC,0.00009400,0.17796376,2.00092592,0.00003346,2018-01-13 19:03:56,2018-01-15 19:05:16
BTC,0.00008900,0.07568654,2.00093750,0.00001347,2018-01-13 18:58:31,2018-01-15 18:59:52
BTC,0.00009400,0.01258216,12.00078703,0.00001417,2018-01-03 18:58:44,2018-01-15 18:59:52
BTC,0.00009000,0.18115240,2.00096064,0.00003262,2018-01-13 18:49:27,2018-01-15 18:50:50
BTC,0.00005000,0.00000515,2.00096064,0.00000001,2018-01-13 18:45:48,2018-01-15 18:47:11
BTC,0.00005400,0.00513864,2.00096064,0.00000055,2018-01-13 18:45:48,2018-01-15 18:47:11
BTC,0.00003000,0.01071775,2.00075231,0.00000065,2018-01-13 17:46:43,2018-01-15 17:47:48
BTC,0.00009190,0.31001602,2.00075231,0.00005701,2018-01-13 17:46:43,2018-01-15 17:47:48
BTC,0.00009200,0.96258162,2.00075231,0.00017717,2018-01-13 17:46:43,2018-01-15 17:47:48
BTC,0.00002400,0.01358717,2.00151620,0.00000065,2018-01-13 14:03:10,2018-01-15 14:05:21
BTC,0.00003300,0.00076188,2.00151620,0.00000005,2018-01-13 14:03:10,2018-01-15 14:05:21
BTC,0.00008610,0.40950320,2.00071759,0.00007053,2018-01-13 13:29:28,2018-01-15 13:30:30
BTC,0.00007500,0.04513654,7.00085648,0.00002367,2018-01-08 05:22:33,2018-01-15 05:23:47
BTC,0.00008498,0.09678208,2.00030092,0.00001645,2018-01-13 05:23:21,2018-01-15 05:23:47
BTC,0.00008200,0.03269931,2.00065972,0.00000537,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.01366148,2.00065972,0.00000225,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.01987935,2.00065972,0.00000327,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.02202198,2.00065972,0.00000361,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.05350302,2.00065972,0.00000877,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.04531590,2.00065972,0.00000743,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.01100674,2.00065972,0.00000181,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.03814614,2.00065972,0.00000625,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.34913236,2.00065972,0.00005726,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.01010661,2.00065972,0.00000165,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.14714910,2.00065972,0.00002413,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.05509799,2.00065972,0.00000903,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.42798975,2.00065972,0.00007021,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.01061430,2.00065972,0.00000175,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.34332432,2.00065972,0.00005632,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008200,0.16108720,2.00065972,0.00002641,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008208,0.01089614,2.00065972,0.00000179,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008208,0.02202192,2.00065972,0.00000361,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008217,0.02202192,2.00065972,0.00000361,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008226,0.02202192,2.00065972,0.00000363,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008235,0.02202192,2.00065972,0.00000363,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008244,0.02202192,2.00065972,0.00000363,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008253,0.02202192,2.00065972,0.00000363,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008262,0.02202192,2.00065972,0.00000363,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008271,0.02202192,2.00065972,0.00000365,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008280,0.02202192,2.00065972,0.00000365,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008280,0.01315579,2.00065972,0.00000217,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008280,0.02163904,2.00065972,0.00000359,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008280,0.03833447,2.00065972,0.00000635,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00008300,1.13398242,2.00065972,0.00018831,2018-01-13 04:16:44,2018-01-15 04:17:41
BTC,0.00004700,0.00594933,2.00038194,0.00000055,2018-01-12 20:54:17,2018-01-14 20:54:50
BTC,0.00004800,0.09384552,12.00069444,0.00005401,2018-01-02 20:46:44,2018-01-14 20:47:44
BTC,0.00002000,0.01140861,2.00064814,0.00000045,2018-01-12 19:53:16,2018-01-14 19:54:12
BTC,0.00006990,0.04753413,2.00064814,0.00000665,2018-01-12 19:53:16,2018-01-14 19:54:12
BTC,0.00006000,0.03563694,2.00068287,0.00000427,2018-01-12 19:49:38,2018-01-14 19:50:37
BTC,0.00006700,0.64112168,2.00068287,0.00008593,2018-01-12 19:49:38,2018-01-14 19:50:37
BTC,0.00006900,0.26653231,2.00062500,0.00003680,2018-01-12 19:01:14,2018-01-14 19:02:08
BTC,0.00006976,0.00385214,2.00086805,0.00000053,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00006990,0.01508747,2.00086805,0.00000211,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.07363584,2.00086805,0.00001031,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01308108,2.00086805,0.00000183,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01590027,2.00086805,0.00000223,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01236066,2.00086805,0.00000173,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.77758407,2.00086805,0.00010891,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.03462978,2.00086805,0.00000485,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01186839,2.00086805,0.00000167,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.05290301,2.00086805,0.00000741,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.15748366,2.00086805,0.00002205,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.03163190,2.00086805,0.00000443,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.06453630,2.00086805,0.00000903,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.20000000,2.00086805,0.00002802,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.02332273,2.00086805,0.00000327,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.07900983,2.00086805,0.00001107,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.29757857,2.00086805,0.00004168,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.04134213,2.00086805,0.00000579,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.05523256,2.00086805,0.00000773,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.09955428,2.00086805,0.00001393,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01188000,2.00086805,0.00000167,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.01484001,2.00086805,0.00000207,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.03450378,2.00086805,0.00000483,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.04949979,2.00086805,0.00000693,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.03187974,2.00086805,0.00000447,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,0.02855483,2.00086805,0.00000399,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007000,5.78777264,2.00086805,0.00081064,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007004,0.01508747,2.00086805,0.00000211,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.01297666,2.00086805,0.00000181,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,1.38105355,2.00086805,0.00019357,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.01111028,2.00086805,0.00000155,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.03371177,2.00086805,0.00000473,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.05347121,2.00086805,0.00000749,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.01067804,2.00086805,0.00000149,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.01071858,2.00086805,0.00000151,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.37813944,2.00086805,0.00005299,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007005,0.53428044,2.00086805,0.00007488,2018-01-12 18:50:17,2018-01-14 18:51:32
BTC,0.00007016,0.04041576,2.00086805,0.00000567,2018-01-12 18:50:17,2018-01-14 18:51:32
